Skill ID,Skill Name,Skill Type,Info URL
ESC58CC5975290CC2554,Data Summarization,Common Skill,https://lightcast.io/open-skills/skills/ESC58CC5975290CC2554
KS6IKJI01W6JVQPVQJTR,Dealing With Ambiguity,Common Skill,https://lightcast.io/open-skills/skills/KS6IKJI01W6JVQPVQJTR
KS121W46CJXQ5ZQ506MS,Decision Making,Common Skill,https://lightcast.io/open-skills/skills/KS121W46CJXQ5ZQ506MS
ES51D61B69546A4FAEC7,Decisiveness,Common Skill,https://lightcast.io/open-skills/skills/ES51D61B69546A4FAEC7
KS122SX5ZKP98Q69G6HV,Deductive Reasoning,Common Skill,https://lightcast.io/open-skills/skills/KS122SX5ZKP98Q69G6HV
KS122T66BVPB3KY22M3S,Defensive Driving,Common Skill,https://lightcast.io/open-skills/skills/KS122T66BVPB3KY22M3S
KSCQ0SWSSG568HKQ1YNL,Delegation Skills,Common Skill,https://lightcast.io/open-skills/skills/KSCQ0SWSSG568HKQ1YNL
KS2K20M4MLJI9Q21SHI4,Delivery Focused,Common Skill,https://lightcast.io/open-skills/skills/KS2K20M4MLJI9Q21SHI4
KS122V476R907X5ZRBX7,Depth Perception,Common Skill,https://lightcast.io/open-skills/skills/KS122V476R907X5ZRBX7
KS122VR6R5ZRQCKXX5R8,Desktop Computing,Common Skill,https://lightcast.io/open-skills/skills/KS122VR6R5ZRQCKXX5R8
KSQPGV2XZO8UMNCC49LK,Detail Oriented,Common Skill,https://lightcast.io/open-skills/skills/KSQPGV2XZO8UMNCC49LK
KSCNCCMV3JN47UPTR0I0,Diagnostic Skills,Common Skill,https://lightcast.io/open-skills/skills/KSCNCCMV3JN47UPTR0I0
ES6E8F53568EE242B1A3,Digital Adaptability,Common Skill,https://lightcast.io/open-skills/skills/ES6E8F53568EE242B1A3
ESB04BCB6189A2CB271E,Digital Literacy,Common Skill,https://lightcast.io/open-skills/skills/ESB04BCB6189A2CB271E
KS122ZF75YVNLXW1BN4Q,Digitization,Common Skill,https://lightcast.io/open-skills/skills/KS122ZF75YVNLXW1BN4Q
ES9E625C2D299C5B9C91,Diplomacy,Common Skill,https://lightcast.io/open-skills/skills/ES9E625C2D299C5B9C91
BGS2CBB11F9653B9CF2F,Discount Calculation,Common Skill,https://lightcast.io/open-skills/skills/BGS2CBB11F9653B9CF2F
ES334E1A00A7BA592E98,Discussion Facilitation,Common Skill,https://lightcast.io/open-skills/skills/ES334E1A00A7BA592E98
ESC3B4D235CC57F3594C,Distributed Team Management,Common Skill,https://lightcast.io/open-skills/skills/ESC3B4D235CC57F3594C
KS123285XWQS1TVY0YJ4,Diversity Awareness,Common Skill,https://lightcast.io/open-skills/skills/KS123285XWQS1TVY0YJ4
BGS7C5C5DDBBFEC89BA4,Dollies,Common Skill,https://lightcast.io/open-skills/skills/BGS7C5C5DDBBFEC89BA4
KSMDVI2L0ZPEC9PX7JPH,Driven Personality,Common Skill,https://lightcast.io/open-skills/skills/KSMDVI2L0ZPEC9PX7JPH
ES2CEEC5FB11B12A571D,Driving Engagement,Common Skill,https://lightcast.io/open-skills/skills/ES2CEEC5FB11B12A571D
KS1237R60KJFP8VZ30JF,Dutch Language,Common Skill,https://lightcast.io/open-skills/skills/KS1237R60KJFP8VZ30JF
KS123886ZB6N70GWHNP4,Dynamic Balance,Common Skill,https://lightcast.io/open-skills/skills/KS123886ZB6N70GWHNP4
KSW7M2N7K1F73JEVF487,Dynamic Communication,Common Skill,https://lightcast.io/open-skills/skills/KSW7M2N7K1F73JEVF487
KSNWU0H1XNMPN5FPLTPE,Dynamic Personality,Common Skill,https://lightcast.io/open-skills/skills/KSNWU0H1XNMPN5FPLTPE
KS120PP6GL94HJDMN0TQ,Editing,Common Skill,https://lightcast.io/open-skills/skills/KS120PP6GL94HJDMN0TQ
KS123C271JPZ5MHPZG97,Educational Leadership,Common Skill,https://lightcast.io/open-skills/skills/KS123C271JPZ5MHPZG97
ESB1A7C7BE6A9DDBBC6D,Electrical Metallic Tubing,Common Skill,https://lightcast.io/open-skills/skills/ESB1A7C7BE6A9DDBBC6D
KS120XH789QX3JS0TLR3,Elementary Mathematics,Common Skill,https://lightcast.io/open-skills/skills/KS120XH789QX3JS0TLR3
ESFAFCBE1B110FB4C86A,Email Etiquette,Common Skill,https://lightcast.io/open-skills/skills/ESFAFCBE1B110FB4C86A
KS123H8637LFS5TXR2V6,Emergency Procedures,Common Skill,https://lightcast.io/open-skills/skills/KS123H8637LFS5TXR2V6
KS123HL75PX38KTJXYKJ,Emotional Intelligence,Common Skill,https://lightcast.io/open-skills/skills/KS123HL75PX38KTJXYKJ
KS0PLUKE2OPID9A3YCCR,Emotional Stability,Common Skill,https://lightcast.io/open-skills/skills/KS0PLUKE2OPID9A3YCCR
ES65B868AC91EC8180C6,Emotional Stamina,Common Skill,https://lightcast.io/open-skills/skills/ES65B868AC91EC8180C6
ES1C53496B6F1ECEDD9A,Empathy,Common Skill,https://lightcast.io/open-skills/skills/ES1C53496B6F1ECEDD9A
ES48DC8725830674E88F,Energetic,Common Skill,https://lightcast.io/open-skills/skills/ES48DC8725830674E88F
KSEQFBZ5RXU8N534SB29,Engagement Skills,Common Skill,https://lightcast.io/open-skills/skills/KSEQFBZ5RXU8N534SB29
KS123K75YYK8VGH90NCS,English Language,Common Skill,https://lightcast.io/open-skills/skills/KS123K75YYK8VGH90NCS
KSMNXY6MPS1EDWJ8P6B0,Enthusiasm,Common Skill,https://lightcast.io/open-skills/skills/KSMNXY6MPS1EDWJ8P6B0
KS123KR6W35X39JP65MX,Entrepreneurship,Common Skill,https://lightcast.io/open-skills/skills/KS123KR6W35X39JP65MX
ES4C22D4DCB5B0447DEB,Estonian Language,Common Skill,https://lightcast.io/open-skills/skills/ES4C22D4DCB5B0447DEB
ESD45EAB54A83A5255D6,Ethical Standards And Conduct,Common Skill,https://lightcast.io/open-skills/skills/ESD45EAB54A83A5255D6
KSGUU14HPIDKF8PNII6K,Evaluating Staff,Common Skill,https://lightcast.io/open-skills/skills/KSGUU14HPIDKF8PNII6K
BGS2F4A7E318485C9F01,Executive Presence,Common Skill,https://lightcast.io/open-skills/skills/BGS2F4A7E318485C9F01
KSZQVAL1HFZRRC9X5AW5,Extroverted,Common Skill,https://lightcast.io/open-skills/skills/KSZQVAL1HFZRRC9X5AW5
KS123SC6HDYYP1YRBRJ9,Eye Contact,Common Skill,https://lightcast.io/open-skills/skills/KS123SC6HDYYP1YRBRJ9
KS123SX63GRSR71T1GD6,FaceTime,Common Skill,https://lightcast.io/open-skills/skills/KS123SX63GRSR71T1GD6
KS7G55M6TRB1N24LW2P5,Filing,Common Skill,https://lightcast.io/open-skills/skills/KS7G55M6TRB1N24LW2P5
KS123XP626DDX0H7DNV1,Filipino Language,Common Skill,https://lightcast.io/open-skills/skills/KS123XP626DDX0H7DNV1
ES31EB08E14C5E93F4E8,Financial Acumen,Common Skill,https://lightcast.io/open-skills/skills/ES31EB08E14C5E93F4E8
KS123YF66G4KR0SSVY8R,Financial Literacy,Common Skill,https://lightcast.io/open-skills/skills/KS123YF66G4KR0SSVY8R
KS1264G71CSG89CSSNWQ,Fine Motor Skills,Common Skill,https://lightcast.io/open-skills/skills/KS1264G71CSG89CSSNWQ
KSKGHSR3RZRZHVY2XVAY,Finger Dexterity,Common Skill,https://lightcast.io/open-skills/skills/KSKGHSR3RZRZHVY2XVAY
KS123YS6FZ7F50C74904,Finnish Language,Common Skill,https://lightcast.io/open-skills/skills/KS123YS6FZ7F50C74904
KS1200X6V3937RSF8VVM,First Aid,Common Skill,https://lightcast.io/open-skills/skills/KS1200X6V3937RSF8VVM
ESB5B8DE9634A95EB739,Follow Through,Common Skill,https://lightcast.io/open-skills/skills/ESB5B8DE9634A95EB739
KSPRNJFHBUMP2W7T0QTA,Following Directions,Common Skill,https://lightcast.io/open-skills/skills/KSPRNJFHBUMP2W7T0QTA
KS1241P6PXRCKTDSWHTV,Forecasting,Common Skill,https://lightcast.io/open-skills/skills/KS1241P6PXRCKTDSWHTV
KS124206N7YNCH0D379T,Foreign Language,Common Skill,https://lightcast.io/open-skills/skills/KS124206N7YNCH0D379T
KS1243976G466GV63ZBY,French Language,Common Skill,https://lightcast.io/open-skills/skills/KS1243976G466GV63ZBY
KS4DOAH8RJ88A8BZ4EY6,Friendliness,Common Skill,https://lightcast.io/open-skills/skills/KS4DOAH8RJ88A8BZ4EY6
KS12454734LDJSRP3JJT,Fula Language,Common Skill,https://lightcast.io/open-skills/skills/KS12454734LDJSRP3JJT
ES547CF3BDF839A139D3,Functional Knowledge,Common Skill,https://lightcast.io/open-skills/skills/ES547CF3BDF839A139D3
KS124BK6VD8Y1F11PD2Q,German Language,Common Skill,https://lightcast.io/open-skills/skills/KS124BK6VD8Y1F11PD2Q
ESEF6CBFE27C71B28816,Goal Setting,Common Skill,https://lightcast.io/open-skills/skills/ESEF6CBFE27C71B28816
KSS30WWC1QZQY5T61CS5,Goal-Oriented,Common Skill,https://lightcast.io/open-skills/skills/KSS30WWC1QZQY5T61CS5
ES76EAFFCB7FAE2C51CD,Good Driving Record,Common Skill,https://lightcast.io/open-skills/skills/ES76EAFFCB7FAE2C51CD
KS124F56RSV6WG927C0Q,Google Applications,Common Skill,https://lightcast.io/open-skills/skills/KS124F56RSV6WG927C0Q
ES93374D273ED49FAFEA,Google Sheets,Common Skill,https://lightcast.io/open-skills/skills/ES93374D273ED49FAFEA
KS124G66QWSYM012SWS5,Governance,Common Skill,https://lightcast.io/open-skills/skills/KS124G66QWSYM012SWS5
KS124GV78MYQ469S38M8,Grammar,Common Skill,https://lightcast.io/open-skills/skills/KS124GV78MYQ469S38M8
KS9A8LU3MUNAP28Q3ESI,Greeting Customers,Common Skill,https://lightcast.io/open-skills/skills/KS9A8LU3MUNAP28Q3ESI
ES8BE0063D3F5F9870F4,Growth Mindedness,Common Skill,https://lightcast.io/open-skills/skills/ES8BE0063D3F5F9870F4
KS7G7G96HMSYNBR46YZY,Gujarati Language,Common Skill,https://lightcast.io/open-skills/skills/KS7G7G96HMSYNBR46YZY
ES8E8044E946F51B3A17,Haitian Creole,Common Skill,https://lightcast.io/open-skills/skills/ES8E8044E946F51B3A17
KS124L561H2WH504RG42,Hand Hygiene,Common Skill,https://lightcast.io/open-skills/skills/KS124L561H2WH504RG42
KS124L86M0JCWKKW79G7,Hand Signals,Common Skill,https://lightcast.io/open-skills/skills/KS124L86M0JCWKKW79G7
BGS6712A075FC970319B,Hand Trucks,Common Skill,https://lightcast.io/open-skills/skills/BGS6712A075FC970319B
ES92791A9F19A7E3F037,Hand Writing,Common Skill,https://lightcast.io/open-skills/skills/ES92791A9F19A7E3F037
KS124LB6WDYRVRQQ4FWF,Handheld PC,Common Skill,https://lightcast.io/open-skills/skills/KS124LB6WDYRVRQQ4FWF
KSBJX8G9TO5PSX0BRYM3,Handling Confrontation,Common Skill,https://lightcast.io/open-skills/skills/KSBJX8G9TO5PSX0BRYM3
KS120XG6RWBS98B78F9Y,Hebrew Language,Common Skill,https://lightcast.io/open-skills/skills/KS120XG6RWBS98B78F9Y
KS124QG6H2GY1Z86R903,Hindi Language,Common Skill,https://lightcast.io/open-skills/skills/KS124QG6H2GY1Z86R903
KSY51ARG5IAOJ5WCYU1H,Honesty,Common Skill,https://lightcast.io/open-skills/skills/KSY51ARG5IAOJ5WCYU1H
KS124S079M84GF98VQPB,Hospitality,Common Skill,https://lightcast.io/open-skills/skills/KS124S079M84GF98VQPB
KS124VP65VSFMX87DD66,Humility,Common Skill,https://lightcast.io/open-skills/skills/KS124VP65VSFMX87DD66
ESF6A5092A7AD2F0E745,Hungarian Language,Common Skill,https://lightcast.io/open-skills/skills/ESF6A5092A7AD2F0E745
ES6A03A6D02FBA0D8CEB,Ideation,Common Skill,https://lightcast.io/open-skills/skills/ES6A03A6D02FBA0D8CEB
KS1252B6CXQBKCRJGG5W,Imagination,Common Skill,https://lightcast.io/open-skills/skills/KS1252B6CXQBKCRJGG5W
KS125306Z4G8M5HY8G3T,Improvisation,Common Skill,https://lightcast.io/open-skills/skills/KS125306Z4G8M5HY8G3T
KS125396X5DJ1MXHT6YC,Incident Reporting,Common Skill,https://lightcast.io/open-skills/skills/KS125396X5DJ1MXHT6YC
BGS21E6F1AA864072D74,Independent Thinking,Common Skill,https://lightcast.io/open-skills/skills/BGS21E6F1AA864072D74
KS120W565KDPPMJY4G9Y,Indonesian Language,Common Skill,https://lightcast.io/open-skills/skills/KS120W565KDPPMJY4G9Y
KS1253N75HDK2PHBL40F,Inductive Reasoning,Common Skill,https://lightcast.io/open-skills/skills/KS1253N75HDK2PHBL40F
ES20CECA4FF83ECE8196,Influencing Skills,Common Skill,https://lightcast.io/open-skills/skills/ES20CECA4FF83ECE8196
ESE2D5EA264FB06F5C4F,Information Gathering,Common Skill,https://lightcast.io/open-skills/skills/ESE2D5EA264FB06F5C4F
KS1254G6X37NS306Y596,Information Literacy,Common Skill,https://lightcast.io/open-skills/skills/KS1254G6X37NS306Y596
ES69309AF58524301F64,Information Organization,Common Skill,https://lightcast.io/open-skills/skills/ES69309AF58524301F64
KS1254G65YTR6FD5YFLT,Information Processing,Common Skill,https://lightcast.io/open-skills/skills/KS1254G65YTR6FD5YFLT
KSICINJLBEFE6U4KGBB9,Information Synthesis,Common Skill,https://lightcast.io/open-skills/skills/KSICINJLBEFE6U4KGBB9
KS1227V6WBR3BH3SJYSZ,Information Technology,Common Skill,https://lightcast.io/open-skills/skills/KS1227V6WBR3BH3SJYSZ
ES302F1A0AE7635F9692,Ingenuity,Common Skill,https://lightcast.io/open-skills/skills/ES302F1A0AE7635F9692
KS1253H61TTR1FZWSRH4,Innovation,Common Skill,https://lightcast.io/open-skills/skills/KS1253H61TTR1FZWSRH4
KS125746DX6HQYPV9Q7Y,Integrative Thinking,Common Skill,https://lightcast.io/open-skills/skills/KS125746DX6HQYPV9Q7Y
ES36BB7D95D0BF489852,Intellectual Curiosity,Common Skill,https://lightcast.io/open-skills/skills/ES36BB7D95D0BF489852
KS1257T77DQVVZ4J82R1,Interactive Communications,Common Skill,https://lightcast.io/open-skills/skills/KS1257T77DQVVZ4J82R1
KS1258473YH2PSFC8S7H,Intercultural Communication,Common Skill,https://lightcast.io/open-skills/skills/KS1258473YH2PSFC8S7H
KS1258479NCTHZ20PFDH,Intercultural Competence,Common Skill,https://lightcast.io/open-skills/skills/KS1258479NCTHZ20PFDH
